playoff_ties,playoff_win_lose,team,ties,loses,playoff_loses,playoff_wins,overtime_loses,playoff_note,season,leage,wins,points,finishing_position,points_percentage,games_played
0,.714,MDA,9,27,6,15,6,Western Conference Champions,2002-03,NHL,40,95,21,.579,82
0,0,MDA,10,35,0,0,8,,2003-04,NHL,29,76,,.463,82
0,.333,DET,0,16,4,2,8,,2005-06,NHL,58,124,6,.756,82
0,.556,DET,0,19,8,10,13,,2006-07,NHL,50,113,18,.689,82
0,.727,DET,0,21,6,16,7,Stanley Cup Champions,2007-08,NHL,54,115,22,.701,82
0,.652,DET,0,21,8,15,10,Western Conference Champions,2008-09,NHL,51,112,23,.683,82
0,.417,DET,0,24,7,5,14,,2009-10,NHL,44,102,12,.622,82
0,.636,DET,0,25,4,7,10,,2010-11,NHL,47,104,11,.634,82
0,.200,DET,0,28,4,1,6,,2011-12,NHL,48,102,5,.622,82
0,.500,DET,0,16,7,7,8,,2012-13,NHL,24,56,14,.583,48
0,.200,DET,0,28,4,1,15,,2013-14,NHL,39,93,5,.567,82
0,.429,DET,0,25,4,3,14,,2014-15,NHL,43,100,7,.610,82
0,0,TOR,0,42,0,0,11,,2015-16,NHL,29,69,0,.421,82
0,.333,TOR,0,27,4,2,15,,2016-17,NHL,40,95,6,.579,82
0,0,TOR,0,0,0,0,0,,2017-18,NHL,0,0,0,0,0
