assists,year,games_played,points,goals,team,age,pim,plus_minus,league
1,1994-95,15,2,1,Shawinigan Cataractes,17,19,0,QMJHL
0,1995-96,6,0,0,Shawinigan Cataractes,18,6,0,QMJHL
8,1996-97,14,9,1,Hull Olympiques,19,29,0,QMJHL
0,1997-98,2,0,0,Hamilton Bulldogs,20,0,0,AHL
1,1997-98,4,1,0,Hull Olympiques,20,4,0,M-Cup
0,1998-99,4,0,0,Hamilton Bulldogs,21,0,0,AHL
1,1999-00,2,1,0,Quebec Citadelles,22,0,0,AHL
3,2000-01,7,3,0,Quebec Citadelles,23,4,0,AHL
2,2001-02,3,3,1,Quebec Citadelles,24,0,0,AHL
1,2006-07,4,1,0,Quebec RadioX,29,0,0,QNAHL
