shots_againist,good_start_precentages,ties,saves,minutes,games_played,assists,year,goals,wins,goals_allowed_average,league,games_started,goals_allowed,goals_allowed_precentage,goals_saved_aboved_average,loses,good_starts,saves_percentage,age,pim,shutouts,points,bad_start,team
0,0,0,0,80,2,0,1982-83,0,0,10.50,ON-Jr.B,0,14,0,0,1,0,0,15,0,0,0,0,Smiths Falls Settlers
0,0,1,0,1590,27,0,1983-84,0,10,5.92,ON-Jr.B,0,157,0,0,14,0,0,16,0,0,0,0,Smiths Falls Settlers
0,0,5,0,1910,32,0,1984-85,0,17,5.12,ON-Jr.A,0,163,0,0,12,0,0,17,0,0,0,0,Newmarket Flyers
0,0,0,0,100,2,0,1984-85,0,1,4.80,OHL,0,8,0,0,1,0,0,17,0,0,0,0,Kitchener Rangers
0,0,0,0,872,20,0,1985-86,0,11,3.23,ON-Jr.A,0,47,0,0,3,0,0,18,0,1,0,0,Nepean Raiders
0,0,0,0,403,8,0,1985-86,0,5,4.76,OHL,0,32,0,0,2,0,0,18,0,0,0,0,Kitchener Rangers
0,0,5,0,1640,30,0,1986-87,0,12,3.59,ON-Jr.A,0,98,0,0,11,0,0,19,0,1,0,0,Smiths Falls Bears
0,0,0,0,336,6,0,1987-88,0,0,4.11,OUAA,0,23,0,0,0,0,0,20,0,0,0,0,Wilfrid Laurier University
0,0,0,0,1323,23,0,1988-89,0,0,2.90,OUAA,0,64,0,0,0,0,0,21,0,0,0,0,Wilfrid Laurier University
0,0,0,0,1319,22,0,1989-90,0,0,2.59,OUAA,0,57,0,0,0,0,0,22,0,0,0,0,Wilfrid Laurier University
0,0,0,0,1243,24,0,1990-91,0,10,4.34,IHL,0,90,0,0,10,0,0,23,0,0,0,0,Muskegon Lumberjacks
0,0,0,0,180,3,0,1990-91,0,3,4.00,ECHL,0,12,0,0,0,0,0,23,0,0,0,0,Louisville IceHawks
0,0,2,0,1655,29,0,1991-92,0,13,3.26,IHL,0,90,0,0,12,0,0,24,0,4,0,0,Muskegon Lumberjacks
0,0,3,0,2825,50,0,1992-93,0,26,3.55,IHL,0,167,0,0,15,0,0,25,0,1,0,0,Cleveland Lumberjacks
0,0,8,0,1681,32,0,1993-94,0,9,3.89,IHL,0,109,0,0,10,0,0,26,0,0,0,0,Cleveland Lumberjacks
1076,0,2,957,2102,41,0,1994-95,0,17,3.40,IHL,0,119,0,0,16,0,.889,27,0,0,0,0,Houston Aeros
59,0,1,55,120,2,0,1995-96,0,1,2.00,ECHL,0,4,0,0,0,0,.932,28,0,0,0,0,Louisiana IceGators
901,0,3,795,1701,38,0,1995-96,0,10,3.74,IHL,0,106,0,0,13,0,.882,28,0,0,0,0,2 Teams
88,0,1,78,183,5,0,1995-96,0,1,3.28,IHL,0,10,0,0,0,0,.886,28,0,0,0,0,Kansas City Blades
813,0,2,717,1518,33,0,1995-96,0,9,3.79,IHL,0,96,0,0,13,0,.882,28,0,0,0,0,Houston Aeros
344,0,1,308,637,12,0,1996-97,0,5,3.39,IHL,0,36,0,0,4,0,.895,29,0,0,0,0,Houston Aeros
0,0,0,0,660,11,0,1997-98,0,0,2.64,BH-Cup,0,29,0,0,0,0,0,30,0,0,0,0,Ayr Scottish Eagles
0,0,0,0,1742,29,0,1997-98,0,0,2.41,Britain,0,70,0,0,0,0,0,30,0,0,0,0,Ayr Scottish Eagles
0,0,0,0,1681,33,0,1998-99,0,0,3.32,Japan,0,93,0,0,0,0,0,31,0,0,0,0,Nippon Paper Kushiro
0,0,0,0,147,3,0,1998-99,0,2,2.86,Nat-Tm,0,7,0,0,0,0,0,31,0,0,0,0,Canada
0,0,0,0,1459,25,0,1999-00,0,0,2.71,Japan,0,66,0,0,0,0,0,32,0,0,0,0,Nippon Paper Kushiro
0,0,3,0,2356,39,0,2000-01,0,19,2.75,Japan,0,108,0,0,17,0,0,33,0,0,0,0,Nippon Paper Kushiro
0,0,0,0,3846,33,0,2001-02,0,0,1.50,Japan,0,96,0,0,0,0,0,34,0,0,0,0,Nippon Paper Kushiro
